ORDERDATE,YEAR_ID,MONTH_ID,QTR_ID,PRODUCTLINE,QUANTITYORDERED,MSRP,PRICEEACH,DISCOUNT_PERCENTAGE,DISCOUNT_PCT_CLIPPED,DISCOUNT_OUTLIER_FLAG,STATUS,IS_CLOSED,DEAL_SIZE,LOG_DEAL_SIZE,PRICE_TO_MSRP_RATIO,IS_Q4,IS_YEAR_END,DEAL_SIZE_BUCKETS,STATUS_CLASS
2004-12-09,2004,12,4,Vintage Cars,22,53,72.41,-36.622641509433954,-10.0,1,Shipped,1,1593.02,7.37401440632289,1.3662264150943395,1,1,Small,2.0
2005-01-20,2005,1,1,Vintage Cars,32,53,98.63,-86.0943396226415,-10.0,1,Shipped,1,3156.16,8.057428168300042,1.860943396226415,0,0,Medium,2.0
2005-02-17,2005,2,1,Vintage Cars,25,53,52.83,0.3207547169811353,0.3207547169811353,0,Shipped,1,1320.75,7.186711895115559,0.9967924528301887,0,0,Small,2.0
2005-03-09,2005,3,1,Vintage Cars,42,53,100.0,-88.67924528301887,-10.0,1,Shipped,1,4200.0,8.343077871169383,1.8867924528301887,0,0,Large,2.0
2005-05-30,2005,5,2,Vintage Cars,25,53,51.75,2.358490566037736,2.358490566037736,0,In Process,0,1293.75,7.166072905304,0.9764150943396226,0,0,Small,
2003-03-18,2003,3,1,Classic Cars,37,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3700.0,8.216358332386156,0.8064516129032258,0,0,Large,2.0
2003-05-20,2003,5,2,Classic Cars,26,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2600.0,7.8636512654486515,0.8064516129032258,0,0,Medium,2.0
2003-07-10,2003,7,3,Classic Cars,44,124,99.55,19.717741935483872,19.717741935483872,0,Shipped,1,4380.2,8.38507793844959,0.8028225806451613,0,0,Large,2.0
2003-09-11,2003,9,3,Classic Cars,47,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4700.0,8.45553053102413,0.8064516129032258,0,0,Large,2.0
2003-10-17,2003,10,4,Classic Cars,43,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4300.0,8.366602832783736,0.8064516129032258,1,0,Large,2.0
2003-11-05,2003,11,4,Classic Cars,42,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4200.0,8.343077871169383,0.8064516129032258,1,0,Large,2.0
2003-11-12,2003,11,4,Classic Cars,42,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4200.0,8.343077871169383,0.8064516129032258,1,0,Large,2.0
2003-11-20,2003,11,4,Classic Cars,29,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2900.0,7.972810784121404,0.8064516129032258,1,0,Medium,2.0
2003-12-02,2003,12,4,Classic Cars,40,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4000.0,8.294299608857235,0.8064516129032258,1,1,Large,2.0
2004-01-16,2004,1,1,Classic Cars,38,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3800.0,8.24301946898925,0.8064516129032258,0,0,Large,2.0
2004-02-26,2004,2,1,Classic Cars,38,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3800.0,8.24301946898925,0.8064516129032258,0,0,Large,2.0
2004-04-13,2004,4,2,Classic Cars,21,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2100.0,7.650168700845001,0.8064516129032258,0,0,Small,2.0
2004-06-01,2004,6,2,Classic Cars,24,124,100.0,19.35483870967742,19.35483870967742,0,Cancelled,0,2400.0,7.783640596221253,0.8064516129032258,0,0,Medium,0.0
2004-07-06,2004,7,3,Classic Cars,36,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3600.0,8.188966863648876,0.8064516129032258,0,0,Large,2.0
2004-08-06,2004,8,3,Classic Cars,23,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2300.0,7.741099090035366,0.8064516129032258,0,0,Small,2.0
2004-09-01,2004,9,3,Classic Cars,20,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2000.0,7.601402334583733,0.8064516129032258,0,0,Small,2.0
2003-10-05,2003,10,4,Classic Cars,32,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3200.0,8.071218539969863,0.8064516129032258,1,0,Medium,2.0
2004-10-16,2004,10,4,Classic Cars,29,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,2900.0,7.972810784121404,0.8064516129032258,1,0,Medium,2.0
2004-11-04,2004,11,4,Classic Cars,44,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4400.0,8.38958706681109,0.8064516129032258,1,0,Large,2.0
2004-11-17,2004,11,4,Classic Cars,44,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,4400.0,8.38958706681109,0.8064516129032258,1,0,Large,2.0
2004-11-24,2004,11,4,Classic Cars,36,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3600.0,8.188966863648876,0.8064516129032258,1,0,Large,2.0
2005-01-12,2005,1,1,Classic Cars,49,124,56.3,54.59677419354839,50.0,1,Resolved,1,2758.7,7.922877257151221,0.4540322580645161,0,0,Medium,2.0
2005-02-10,2005,2,1,Classic Cars,34,124,42.64,65.61290322580645,50.0,1,Shipped,1,1449.76,7.279842836033348,0.3438709677419355,0,0,Small,2.0
2005-04-22,2005,4,2,Classic Cars,59,124,100.0,19.35483870967742,19.35483870967742,0,On Hold,0,5900.0,8.682877107057168,0.8064516129032258,0,0,Large,1.0
2005-05-17,2005,5,2,Classic Cars,37,124,100.0,19.35483870967742,19.35483870967742,0,Shipped,1,3700.0,8.216358332386156,0.8064516129032258,0,0,Large,2.0
2003-02-17,2003,2,1,Planes,36,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3600.0,8.188966863648876,0.6369426751592356,0,0,Large,2.0
2003-04-28,2003,4,2,Planes,43,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4300.0,8.366602832783736,0.6369426751592356,0,0,Large,2.0
2003-06-16,2003,6,2,Planes,21,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,2100.0,7.650168700845001,0.6369426751592356,0,0,Small,2.0
2003-08-10,2003,8,3,Planes,32,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3200.0,8.071218539969863,0.6369426751592356,0,0,Medium,2.0
2003-10-06,2003,10,4,Planes,38,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3800.0,8.24301946898925,0.6369426751592356,1,0,Large,2.0
2003-10-23,2003,10,4,Planes,43,157,100.0,36.30573248407643,36.30573248407643,0,Cancelled,0,4300.0,8.366602832783736,0.6369426751592356,1,0,Large,0.0
2003-11-08,2003,11,4,Planes,42,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4200.0,8.343077871169383,0.6369426751592356,1,0,Large,2.0
2003-11-14,2003,11,4,Planes,32,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3200.0,8.071218539969863,0.6369426751592356,1,0,Medium,2.0
2003-11-27,2003,11,4,Planes,42,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4200.0,8.343077871169383,0.6369426751592356,1,0,Large,2.0
2004-01-12,2004,1,1,Planes,31,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3100.0,8.03947991910045,0.6369426751592356,0,0,Medium,2.0
2004-02-19,2004,2,1,Planes,49,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4900.0,8.497194544909547,0.6369426751592356,0,0,Large,2.0
2004-05-11,2004,5,2,Planes,45,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4500.0,8.412054873292933,0.6369426751592356,0,0,Large,2.0
2004-06-24,2004,6,2,Planes,49,157,100.0,36.30573248407643,36.30573248407643,0,Cancelled,0,4900.0,8.497194544909547,0.6369426751592356,0,0,Large,0.0
2004-07-21,2004,7,3,Planes,41,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4100.0,8.31898612539206,0.6369426751592356,0,0,Large,2.0
2004-08-21,2004,8,3,Planes,45,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4500.0,8.412054873292933,0.6369426751592356,0,0,Large,2.0
2004-09-15,2004,9,3,Planes,36,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3600.0,8.188966863648876,0.6369426751592356,0,0,Large,2.0
2004-10-14,2004,10,4,Planes,39,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3900.0,8.268988209506656,0.6369426751592356,1,0,Large,2.0
2004-11-01,2004,11,4,Planes,27,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,2700.0,7.901377353792616,0.6369426751592356,1,0,Medium,2.0
2004-11-10,2004,11,4,Planes,25,157,100.0,36.30573248407643,36.30573248407643,0,Resolved,1,2500.0,7.824445930877619,0.6369426751592356,1,0,Medium,2.0
2004-11-22,2004,11,4,Planes,41,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,4100.0,8.31898612539206,0.6369426751592356,1,0,Large,2.0
2004-12-03,2004,12,4,Planes,39,157,99.52,36.611464968152866,36.611464968152866,0,Shipped,1,3881.2799999999997,8.264177888897065,0.6338853503184713,1,1,Large,2.0
2005-01-31,2005,1,1,Planes,28,157,57.55,63.34394904458599,50.0,1,Shipped,1,1611.3999999999999,7.385479031243011,0.3665605095541401,0,0,Small,2.0
2005-03-01,2005,3,1,Planes,25,157,54.57,65.24203821656052,50.0,1,Resolved,1,1364.25,7.219092841032263,0.3475796178343949,0,0,Small,2.0
2005-03-30,2005,3,1,Planes,33,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3300.0,8.101980731853192,0.6369426751592356,0,0,Medium,2.0
2005-04-01,2005,4,2,Planes,34,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,3400.0,8.131824785007195,0.6369426751592356,0,0,Large,2.0
2005-05-10,2005,5,2,Planes,24,157,100.0,36.30573248407643,36.30573248407643,0,Shipped,1,2400.0,7.783640596221253,0.6369426751592356,0,0,Medium,2.0
2003-01-06,2003,1,1,Vintage Cars,30,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3000.0,8.006700845440367,0.5882352941176471,0,0,Medium,2.0
2003-03-18,2003,3,1,Vintage Cars,42,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4200.0,8.343077871169383,0.5882352941176471,0,0,Large,2.0
2003-05-21,2003,5,2,Vintage Cars,21,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2100.0,7.650168700845001,0.5882352941176471,0,0,Small,2.0
2003-09-12,2003,9,3,Vintage Cars,34,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3400.0,8.131824785007195,0.5882352941176471,0,0,Large,2.0
2003-10-18,2003,10,4,Vintage Cars,29,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2900.0,7.972810784121404,0.5882352941176471,1,0,Medium,2.0
2003-11-05,2003,11,4,Vintage Cars,24,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2400.0,7.783640596221253,0.5882352941176471,1,0,Medium,2.0
2003-11-12,2003,11,4,Vintage Cars,44,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4400.0,8.38958706681109,0.5882352941176471,1,0,Large,2.0
2003-11-21,2003,11,4,Vintage Cars,21,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2100.0,7.650168700845001,0.5882352941176471,1,0,Small,2.0
2003-12-02,2003,12,4,Vintage Cars,33,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3300.0,8.101980731853192,0.5882352941176471,1,1,Medium,2.0
2004-01-26,2004,1,1,Vintage Cars,30,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3000.0,8.006700845440367,0.5882352941176471,0,0,Medium,2.0
2004-03-02,2004,3,1,Vintage Cars,26,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2600.0,7.8636512654486515,0.5882352941176471,0,0,Medium,2.0
2004-04-13,2004,4,2,Vintage Cars,41,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4100.0,8.31898612539206,0.5882352941176471,0,0,Large,2.0
2004-08-17,2004,8,3,Vintage Cars,26,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,2600.0,7.8636512654486515,0.5882352941176471,0,0,Medium,2.0
2004-09-01,2004,9,3,Vintage Cars,32,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3200.0,8.071218539969863,0.5882352941176471,0,0,Medium,2.0
2003-10-06,2003,10,4,Vintage Cars,43,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4300.0,8.366602832783736,0.5882352941176471,1,0,Large,2.0
2004-10-21,2004,10,4,Vintage Cars,48,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4800.0,8.476579508530941,0.5882352941176471,1,0,Large,2.0
2004-11-17,2004,11,4,Vintage Cars,44,170,74.04,56.4470588235294,50.0,1,Shipped,1,3257.76,8.0891020339043,0.43552941176470594,1,0,Medium,2.0
2004-11-25,2004,11,4,Vintage Cars,45,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,4500.0,8.412054873292933,0.5882352941176471,1,0,Large,2.0
2005-01-12,2005,1,1,Vintage Cars,37,170,100.0,41.17647058823529,41.17647058823529,0,Resolved,1,3700.0,8.216358332386156,0.5882352941176471,0,0,Large,2.0
2005-02-10,2005,2,1,Vintage Cars,39,170,100.0,41.17647058823529,41.17647058823529,0,Shipped,1,3900.0,8.268988209506656,0.5882352941176471,0,0,Large,2.0
2005-04-22,2005,4,2,Vintage Cars,76,170,100.0,41.17647058823529,41.17647058823529,0,On Hold,0,7600.0,8.936035096566041,0.5882352941176471,0,0,Large,1.0
2005-05-29,2005,5,2,Vintage Cars,37,170,100.0,41.17647058823529,41.17647058823529,0,In Process,0,3700.0,8.216358332386156,0.5882352941176471,0,0,Large,
2003-03-03,2003,3,1,Classic Cars,38,77,82.39,-7.000000000000001,-7.000000000000001,0,Shipped,1,3130.82,8.049369584194789,1.07,0,0,Medium,2.0
2003-05-08,2003,5,2,Classic Cars,43,77,72.38,6.000000000000006,6.000000000000006,0,Shipped,1,3112.3399999999997,8.04345138388011,0.94,0,0,Medium,2.0
2003-07-02,2003,7,3,Classic Cars,48,77,79.31,-3.000000000000003,-3.000000000000003,0,Shipped,1,3806.88,8.244827882809682,1.03,0,0,Large,2.0
2003-09-05,2003,9,3,Classic Cars,26,77,82.39,-7.000000000000001,-7.000000000000001,0,Shipped,1,2142.14,7.6700273223178,1.07,0,0,Small,2.0
2003-10-11,2003,10,4,Classic Cars,38,77,88.55,-14.999999999999996,-10.0,1,Shipped,1,3364.9,8.121450665456196,1.15,1,0,Medium,2.0
2003-11-04,2003,11,4,Classic Cars,20,77,63.14,18.0,18.0,0,Shipped,1,1262.8,7.141878334339355,0.8200000000000001,1,0,Small,2.0
2003-11-12,2003,11,4,Classic Cars,22,77,73.92,3.9999999999999982,3.9999999999999982,0,Shipped,1,1626.24,7.394640607096389,0.9600000000000001,1,0,Small,2.0
2003-11-20,2003,11,4,Classic Cars,45,77,90.86,-18.0,-10.0,1,Shipped,1,4088.7,8.31622689671338,1.18,1,0,Large,2.0
2003-12-02,2003,12,4,Classic Cars,45,77,85.47,-10.999999999999998,-10.0,1,Shipped,1,3846.15,8.255087893414037,1.1099999999999999,1,1,Large,2.0
2004-01-16,2004,1,1,Classic Cars,20,77,66.99,13.000000000000005,13.000000000000005,0,Shipped,1,1339.8,7.2010217297278185,0.8699999999999999,0,0,Small,2.0
2004-02-22,2004,2,1,Classic Cars,47,77,64.68,15.999999999999993,15.999999999999993,0,Shipped,1,3039.9600000000005,8.01992853402295,0.8400000000000001,0,0,Medium,2.0
2004-04-12,2004,4,2,Classic Cars,46,77,73.92,3.9999999999999982,3.9999999999999982,0,Shipped,1,3400.32,8.131918870554548,0.9600000000000001,0,0,Large,2.0
2004-06-01,2004,6,2,Classic Cars,23,77,83.93,-9.000000000000009,-9.000000000000009,0,Cancelled,0,1930.39,7.5659952299280295,1.09,0,0,Small,0.0
2004-07-06,2004,7,3,Classic Cars,33,77,74.69,3.000000000000003,3.000000000000003,0,Shipped,1,2464.77,7.810259410923584,0.97,0,0,Medium,2.0
2004-08-06,2004,8,3,Classic Cars,29,77,90.86,-18.0,-10.0,1,Shipped,1,2634.94,7.876995133603102,1.18,0,0,Medium,2.0
2004-08-30,2004,8,3,Classic Cars,44,77,82.39,-7.000000000000001,-7.000000000000001,0,Shipped,1,3625.16,8.195929516099696,1.07,0,0,Large,2.0
2003-10-04,2003,10,4,Classic Cars,41,77,92.4,-20.000000000000007,-10.0,1,Shipped,1,3788.4,8.239962974198262,1.2000000000000002,1,0,Large,2.0
2004-10-16,2004,10,4,Classic Cars,20,77,91.63,-18.999999999999993,-10.0,1,Shipped,1,1832.6,7.51403652652042,1.19,1,0,Small,2.0
2004-11-04,2004,11,4,Classic Cars,37,77,78.54,-2.000000000000008,-2.000000000000008,0,Shipped,1,2905.98,7.974870020590249,1.02,1,0,Medium,2.0
2004-11-15,2004,11,4,Classic Cars,29,77,100.0,-29.87012987012987,-10.0,1,Shipped,1,2900.0,7.972810784121404,1.2987012987012987,1,0,Medium,2.0
2004-11-24,2004,11,4,Classic Cars,55,77,65.45,14.999999999999996,14.999999999999996,0,Shipped,1,3599.75,8.18889743607916,0.8500000000000001,1,0,Large,2.0
2005-01-06,2005,1,1,Classic Cars,22,77,100.0,-29.87012987012987,-10.0,1,Shipped,1,2200.0,7.696667081526462,1.2987012987012987,0,0,Small,2.0
2005-02-09,2005,2,1,Classic Cars,31,77,67.76,11.999999999999995,11.999999999999995,0,Shipped,1,2100.56,7.650435205072573,0.8800000000000001,0,0,Small,2.0
2005-03-03,2005,3,1,Classic Cars,49,77,79.22,-2.8831168831168816,-2.8831168831168816,0,Shipped,1,3881.7799999999997,8.26430667090279,1.0288311688311689,0,0,Large,2.0
2005-04-14,2005,4,2,Classic Cars,61,77,73.92,3.9999999999999982,3.9999999999999982,0,Shipped,1,4509.12,8.414079039681553,0.9600000000000001,0,0,Large,2.0
2005-05-17,2005,5,2,Classic Cars,39,77,83.93,-9.000000000000009,-9.000000000000009,0,Shipped,1,3273.2700000000004,8.093850222459926,1.09,0,0,Medium,2.0
2003-03-10,2003,3,1,Classic Cars,38,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3800.0,8.24301946898925,0.704225352112676,0,0,Large,2.0
2003-05-08,2003,5,2,Classic Cars,31,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3100.0,8.03947991910045,0.704225352112676,0,0,Medium,2.0
2003-07-04,2003,7,3,Classic Cars,36,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3600.0,8.188966863648876,0.704225352112676,0,0,Large,2.0
2003-09-11,2003,9,3,Classic Cars,25,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2500.0,7.824445930877619,0.704225352112676,0,0,Medium,2.0
2003-10-17,2003,10,4,Classic Cars,48,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,4800.0,8.476579508530941,0.704225352112676,1,0,Large,2.0
2003-11-05,2003,11,4,Classic Cars,35,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3500.0,8.160803920954665,0.704225352112676,1,0,Large,2.0
2003-11-12,2003,11,4,Classic Cars,21,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2100.0,7.650168700845001,0.704225352112676,1,0,Small,2.0
2003-11-20,2003,11,4,Classic Cars,47,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,4700.0,8.45553053102413,0.704225352112676,1,0,Large,2.0
2003-12-02,2003,12,4,Classic Cars,38,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3800.0,8.24301946898925,0.704225352112676,1,1,Large,2.0
2004-01-16,2004,1,1,Classic Cars,41,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,4100.0,8.31898612539206,0.704225352112676,0,0,Large,2.0
2004-02-26,2004,2,1,Classic Cars,24,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2400.0,7.783640596221253,0.704225352112676,0,0,Medium,2.0
2004-04-13,2004,4,2,Classic Cars,37,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3700.0,8.216358332386156,0.704225352112676,0,0,Large,2.0
2004-06-01,2004,6,2,Classic Cars,33,142,100.0,29.577464788732392,29.577464788732392,0,Cancelled,0,3300.0,8.101980731853192,0.704225352112676,0,0,Medium,0.0
2004-07-06,2004,7,3,Classic Cars,49,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,4900.0,8.497194544909547,0.704225352112676,0,0,Large,2.0
2004-08-06,2004,8,3,Classic Cars,29,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2900.0,7.972810784121404,0.704225352112676,0,0,Medium,2.0
2004-08-30,2004,8,3,Classic Cars,24,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2400.0,7.783640596221253,0.704225352112676,0,0,Medium,2.0
2003-10-05,2003,10,4,Classic Cars,47,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,4700.0,8.45553053102413,0.704225352112676,1,0,Large,2.0
2004-10-16,2004,10,4,Classic Cars,24,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2400.0,7.783640596221253,0.704225352112676,1,0,Medium,2.0
2004-11-04,2004,11,4,Classic Cars,25,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2500.0,7.824445930877619,0.704225352112676,1,0,Medium,2.0
2004-11-17,2004,11,4,Classic Cars,30,142,32.47,77.13380281690141,50.0,1,Shipped,1,974.0999999999999,6.882540029841073,0.2286619718309859,1,0,Small,2.0
2004-11-24,2004,11,4,Classic Cars,22,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,2200.0,7.696667081526462,0.704225352112676,1,0,Small,2.0
2004-12-09,2004,12,4,Classic Cars,27,142,64.69,54.44366197183099,50.0,1,Shipped,1,1746.6299999999999,7.466015863329574,0.45556338028169013,1,1,Small,2.0
2005-01-10,2005,1,1,Classic Cars,34,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3400.0,8.131824785007195,0.704225352112676,0,0,Large,2.0
2005-02-09,2005,2,1,Classic Cars,36,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3600.0,8.188966863648876,0.704225352112676,0,0,Large,2.0
2005-03-04,2005,3,1,Classic Cars,34,142,43.05,69.6830985915493,50.0,1,Shipped,1,1463.6999999999998,7.289405722324261,0.303169014084507,0,0,Small,2.0
2005-04-15,2005,4,2,Classic Cars,48,142,100.0,29.577464788732392,29.577464788732392,0,Disputed,0,4800.0,8.476579508530941,0.704225352112676,0,0,Large,0.0
2005-05-17,2005,5,2,Classic Cars,34,142,100.0,29.577464788732392,29.577464788732392,0,Shipped,1,3400.0,8.131824785007195,0.704225352112676,0,0,Large,2.0
2003-01-31,2003,1,1,Classic Cars,24,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2400.0,7.783640596221253,0.6134969325153374,0,0,Medium,2.0
2003-04-04,2003,4,2,Classic Cars,46,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4600.0,8.434028950155469,0.6134969325153374,0,0,Large,2.0
2003-06-03,2003,6,2,Classic Cars,45,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4500.0,8.412054873292933,0.6134969325153374,0,0,Large,2.0
2003-08-01,2003,8,3,Classic Cars,39,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,3900.0,8.268988209506656,0.6134969325153374,0,0,Large,2.0
2003-09-21,2003,9,3,Classic Cars,43,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4300.0,8.366602832783736,0.6134969325153374,0,0,Large,2.0
2003-10-22,2003,10,4,Classic Cars,29,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2900.0,7.972810784121404,0.6134969325153374,1,0,Medium,2.0
2003-11-06,2003,11,4,Classic Cars,20,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2000.0,7.601402334583733,0.6134969325153374,1,0,Small,2.0
2003-11-14,2003,11,4,Classic Cars,46,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4600.0,8.434028950155469,0.6134969325153374,1,0,Large,2.0
2003-11-25,2003,11,4,Classic Cars,27,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2700.0,7.901377353792616,0.6134969325153374,1,0,Medium,2.0
2003-12-09,2003,12,4,Classic Cars,44,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4400.0,8.38958706681109,0.6134969325153374,1,1,Large,2.0
2004-02-10,2004,2,1,Classic Cars,43,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4300.0,8.366602832783736,0.6134969325153374,0,0,Large,2.0
2004-03-15,2004,3,1,Classic Cars,49,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4900.0,8.497194544909547,0.6134969325153374,0,0,Large,2.0
2004-05-05,2004,5,2,Classic Cars,40,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4000.0,8.294299608857235,0.6134969325153374,0,0,Large,2.0
2004-06-15,2004,6,2,Classic Cars,30,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,3000.0,8.006700845440367,0.6134969325153374,0,0,Medium,2.0
2004-07-20,2004,7,3,Classic Cars,50,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,5000.0,8.517393171418904,0.6134969325153374,0,0,Large,2.0
2004-08-20,2004,8,3,Classic Cars,23,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2300.0,7.741099090035366,0.6134969325153374,0,0,Small,2.0
2004-09-08,2004,9,3,Classic Cars,26,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2600.0,7.8636512654486515,0.6134969325153374,0,0,Medium,2.0
2004-10-13,2004,10,4,Classic Cars,27,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2700.0,7.901377353792616,0.6134969325153374,1,0,Medium,2.0
2004-10-22,2004,10,4,Classic Cars,42,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4200.0,8.343077871169383,0.6134969325153374,1,0,Large,2.0
2004-11-05,2004,11,4,Classic Cars,47,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4700.0,8.45553053102413,0.6134969325153374,1,0,Large,2.0
2004-11-20,2004,11,4,Classic Cars,49,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4900.0,8.497194544909547,0.6134969325153374,1,0,Large,2.0
2004-12-01,2004,12,4,Classic Cars,38,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,3800.0,8.24301946898925,0.6134969325153374,1,1,Large,2.0
2004-12-10,2004,12,4,Classic Cars,20,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2000.0,7.601402334583733,0.6134969325153374,1,1,Small,2.0
2005-01-23,2005,1,1,Classic Cars,25,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,2500.0,7.824445930877619,0.6134969325153374,0,0,Medium,2.0
2005-02-17,2005,2,1,Classic Cars,25,163,88.0,46.012269938650306,46.012269938650306,0,Shipped,1,2200.0,7.696667081526462,0.5398773006134969,0,0,Small,2.0
2005-05-03,2005,5,2,Classic Cars,41,163,100.0,38.65030674846626,38.65030674846626,0,Shipped,1,4100.0,8.31898612539206,0.6134969325153374,0,0,Large,2.0
2005-05-31,2005,5,2,Classic Cars,28,163,100.0,38.65030674846626,38.65030674846626,0,In Process,0,2800.0,7.937731775260109,0.6134969325153374,0,0,Medium,
2003-01-06,2003,1,1,Vintage Cars,50,60,67.8,-12.999999999999995,-10.0,1,Shipped,1,3390.0,8.128880142125638,1.13,0,0,Medium,2.0
