ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,CITY,STATE,COUNTRY,TERRITORY,LATITUDE,LONGITUDE,DISCOUNT_PERCENTAGE
10174,48,93.34,3,4480.32,2003-11-06,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Australian Gift Network, Co",6161738446555.0,South Brisbane,Queensland,Australia,,-27.479264,153.0200774,19.53
10183,21,96.84,7,2033.64,2003-11-13,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",12155554695.0,Philadelphia,PA,USA,,39.9527237,-75.1635262,16.52
10194,21,93.34,10,1960.14,2003-11-25,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Saveley & Henriot, Co.",33478325555.0,Lyon,,France,,45.7578137,4.8320114,19.53
10206,34,100.0,5,3966.78,2003-12-05,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,Canadian Gift Exchange Network,16045553392.0,Vancouver,BC,Canada,,49.2608724,-123.113952,13.79
10215,46,100.0,2,5152.0,2004-01-29,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,13105553722.0,Burbank,CA,USA,,34.1812089,-118.307201,13.79
10228,32,100.0,1,3360.0,2004-03-10,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,16175555555.0,Cambridge,MA,USA,,42.3656347,-71.1040018,13.79
10245,29,100.0,8,3451.0,2004-05-04,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,Super Scale Inc.,12035559545.0,New Haven,CT,USA,,41.3082138,-72.9250518,13.79
10258,41,100.0,5,5453.0,2004-06-15,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",81335840555.0,Minato-ku,Tokyo,Japan,,35.6580089,139.7515137,13.79
10270,43,96.84,8,4164.12,2004-07-19,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,16.52
10280,24,100.0,1,2800.08,2004-08-17,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,Amica Models & Co.,39114988555.0,Torino,,Italy,,45.0677551,7.6824892,13.79
10291,41,100.0,10,4687.94,2004-09-08,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,Scandinavian Gift Ideas,46695346555.0,Boras,,Sweden,,57.7210839,12.9407407,13.79
10304,46,98.0,5,4508.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Auto Assoc. & Cie.,33130598555.0,Versailles,,France,,48.8035403,2.1266886,15.52
10312,32,100.0,2,4181.44,2004-10-21,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,13.79
10322,22,100.0,10,2251.04,2004-11-04,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,13.79
10333,29,40.25,7,1167.25,2004-11-18,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,16505555787.0,San Francisco,CA,USA,,37.7879363,-122.4075201,65.3
10347,42,49.6,5,2083.2,2004-11-29,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,57.24
10357,39,98.0,1,3822.0,2004-12-10,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,15.52
10370,27,100.0,1,3911.49,2005-01-20,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,13.79
10381,48,98.0,2,4704.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,15.52
10391,29,85.1,10,2467.9,2005-03-09,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,26.64
10411,27,100.0,8,3213.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,Quebec Home Shopping Network,15145558054.0,Montreal,Quebec,Canada,,45.5031824,-73.5698065,13.79
10424,54,100.0,5,7182.0,2005-05-31,In Process,2,5,2005,Trucks and Buses,116,S18_1097,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,13.79
10109,26,100.0,4,4379.18,2003-03-10,Shipped,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,12155559857.0,Philadelphia,PA,USA,,39.9527237,-75.1635262,29.08
10122,34,100.0,2,5004.8,2003-05-08,Shipped,2,5,2003,Classic Cars,141,S18_1129,Marseille Mini Autos,33491244555.0,Marseille,,France,,43.2961743,5.3699525,29.08
10136,25,100.0,2,3644.75,2003-07-04,Shipped,3,7,2003,Classic Cars,141,S18_1129,Alpha Cognac,33561776555.0,Toulouse,,France,,43.6044638,1.4442433,29.08
10148,23,100.0,13,2702.04,2003-09-11,Shipped,3,9,2003,Classic Cars,141,S18_1129,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,29.08
10161,28,100.0,12,3764.88,2003-10-17,Shipped,4,10,2003,Classic Cars,141,S18_1129,Heintze Collectables,4586213555.0,Aarhus,,Denmark,,56.1496278,10.2134046,29.08
10171,35,100.0,2,4508.0,2003-11-05,Shipped,4,11,2003,Classic Cars,141,S18_1129,Quebec Home Shopping Network,15145558054.0,Montreal,Quebec,Canada,,45.5031824,-73.5698065,29.08
10181,44,100.0,6,5418.16,2003-11-12,Shipped,4,11,2003,Classic Cars,141,S18_1129,Herkku Gifts,4722673215.0,Bergen,,Norway,,60.3943055,5.3259192,29.08
10192,22,100.0,11,3300.66,2003-11-20,Shipped,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,29.08
10204,42,100.0,17,6182.4,2003-12-02,Shipped,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,29.08
10212,29,100.0,10,4186.73,2004-01-16,Shipped,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,29.08
10225,32,100.0,1,4529.28,2004-02-22,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",41897034555.0,Geneva,,Switzerland,,46.2017559,6.1466014,29.08
10240,41,100.0,3,5628.89,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,810663425555.0,Osaka,Osaka,Japan,,34.6937569,135.5014539,29.08
10253,26,100.0,5,3054.48,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",441715552282.0,Liverpool,,UK,,53.4071991,-2.99168,29.08
10266,21,100.0,6,2526.51,2004-07-06,Shipped,3,7,2004,Classic Cars,141,S18_1129,L'ordine Souveniers,39522556555.0,Reggio Emilia,,Italy,,44.6086674,10.5940667,29.08
10278,34,100.0,6,4667.86,2004-08-06,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,17025551838.0,Las Vegas,NV,USA,,36.1674263,-115.1484131,29.08
10287,41,100.0,4,6499.32,2004-08-30,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",41897034555.0,Geneva,,Switzerland,,46.2017559,6.1466014,29.08
10301,37,100.0,8,5917.78,2003-10-05,Shipped,4,10,2003,Classic Cars,141,S18_1129,"Norway Gifts By Mail, Co.",4722121555.0,Oslo,,Norway,,59.9133301,10.7389701,29.08
10310,37,100.0,2,6231.91,2004-10-16,Shipped,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",492215554327.0,Koln,,Germany,,50.938361,6.959974,29.08
10321,41,100.0,10,5803.14,2004-11-04,Shipped,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,15085552555.0,New Bedford,MA,USA,,41.6362152,-70.934205,29.08
10331,46,100.0,6,6434.02,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,12155559857.0,Philadelphia,PA,USA,,39.9527237,-75.1635262,29.08
10342,40,100.0,2,6454.4,2004-11-24,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,29.08
10356,43,97.6,8,4196.8,2004-12-09,Shipped,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,33146627555.0,Paris,,France,,48.8534951,2.3483915,30.78
10365,30,87.06,1,2611.8,2005-01-07,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,15085559555.0,New Bedford,MA,USA,,41.6362152,-70.934205,38.26
10377,35,100.0,2,5895.05,2005-02-09,Shipped,1,2,2005,Classic Cars,141,S18_1129,"Toys of Finland, Co.",358902248555.0,Helsinki,,Finland,,60.1666204,24.9435408,29.08
10390,36,93.77,14,3375.72,2005-03-04,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,33.5
10406,61,100.0,3,8374.69,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,453531123555.0,Kobenhavn,,Denmark,,55.6867243,12.5700724,29.08
10419,38,100.0,5,4464.24,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,4366265629555.0,Salzburg,,Austria,,47.7981346,13.0464806,29.08
10102,39,100.0,2,4808.31,2003-01-10,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,12125551500.0,NYC,NY,USA,,40.7127281,-74.0060152,1.96
10111,33,99.66,6,3288.78,2003-03-25,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,16505555787.0,San Francisco,CA,USA,,37.7879363,-122.4075201,2.29
10125,32,100.0,1,3254.72,2003-05-21,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,1.96
10139,31,100.0,7,3184.94,2003-07-16,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,1.96
10149,50,100.0,4,5907.5,2003-09-12,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,14155554312.0,Brisbane,CA,USA,,37.687165,-122.402794,1.96
10162,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,10.35
10173,43,100.0,6,5036.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Rovelli Gifts,3903535640555.0,Bergamo,,Italy,,45.7566557,9.7542192,1.96
10182,25,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,14.38
10193,28,100.0,7,3106.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",6161938446555.0,Glen Waverley,Victoria,Australia,,-37.8796677,145.1629162,1.96
10205,36,100.0,2,3735.72,2003-12-03,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,1.96
10215,27,89.38,10,2413.26,2004-01-29,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,13105553722.0,Burbank,CA,USA,,34.1812089,-118.307201,12.37
10227,25,100.0,3,2953.75,2004-03-02,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"Saveley & Henriot, Co.",33478325555.0,Lyon,,France,,45.7578137,4.8320114,1.96
10244,40,100.0,7,4684.8,2004-04-29,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,1.96
10256,34,95.55,2,3248.7,2004-06-08,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Danish Wholesale Imports,453531123555.0,Kobenhavn,,Denmark,,55.6867243,12.5700724,6.32
10280,50,100.0,9,5239.5,2004-08-17,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Amica Models & Co.,39114988555.0,Torino,,Italy,,45.0677551,7.6824892,1.96
10289,38,100.0,2,4567.98,2004-09-03,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Herkku Gifts,4722673215.0,Bergen,,Norway,,60.3943055,5.3259192,1.96
10304,37,95.55,13,3535.35,2004-10-11,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Auto Assoc. & Cie.,33130598555.0,Versailles,,France,,48.8035403,2.1266886,6.32
10312,43,89.38,10,3843.34,2004-10-21,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,12.37
10322,43,86.3,14,3710.9,2004-11-04,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,15.39
10332,46,95.13,15,4375.98,2004-11-17,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,6.74
10346,42,36.11,3,1516.62,2004-11-29,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,17025551838.0,Las Vegas,NV,USA,,36.1674263,-115.1484131,64.6
10356,50,50.18,9,2509.0,2004-12-09,Shipped,4,12,2004,Vintage Cars,102,S18_1342,Lyon Souveniers,33146627555.0,Paris,,France,,48.8534951,2.3483915,50.8
10369,44,100.0,8,9240.44,2005-01-20,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Collectables For Less Inc.,16175558555.0,Brickhaven,MA,USA,,36.8329806,-76.1620209,1.96
10380,27,93.16,13,2515.32,2005-02-16,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,8.67
10391,35,100.0,2,5548.9,2005-03-09,Shipped,1,3,2005,Vintage Cars,102,S18_1342,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,1.96
10422,51,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,102,S18_1342,Diecast Classics Inc.,12155551555.0,Allentown,PA,USA,,40.6022552,-75.4716115,6.32
10102,41,50.14,1,2055.74,2003-01-10,Shipped,1,1,2003,Vintage Cars,53,S18_1367,Vitachrome Inc.,12125551500.0,NYC,NY,USA,,40.7127281,-74.0060152,5.4
10111,48,49.06,5,2354.88,2003-03-25,Shipped,1,3,2003,Vintage Cars,53,S18_1367,Mini Wheels Co.,16505555787.0,San Francisco,CA,USA,,37.7879363,-122.4075201,7.43
10126,42,54.99,17,2309.58,2003-05-28,Shipped,2,5,2003,Vintage Cars,53,S18_1367,"Corrida Auto Replicas, Ltd",34915552282.0,Madrid,,Spain,,40.416782,-3.703507,-3.75
10139,49,43.13,6,2113.37,2003-07-16,Shipped,3,7,2003,Vintage Cars,53,S18_1367,Souveniers And Things Co.,61294958555.0,Chatswood,NSW,Australia,,-33.7967377,151.1814306,18.62
10149,30,58.22,3,1746.6,2003-09-12,Shipped,3,9,2003,Vintage Cars,53,S18_1367,Signal Collectibles Ltd.,14155554312.0,Brisbane,CA,USA,,37.687165,-122.402794,-9.85
10162,45,51.21,1,2304.45,2003-10-18,Shipped,4,10,2003,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,3.38
10173,48,44.21,5,2122.08,2003-11-05,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Rovelli Gifts,3903535640555.0,Bergamo,,Italy,,45.7566557,9.7542192,16.58
10182,32,54.45,2,1742.4,2003-11-12,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,-2.74
10193,46,53.37,6,2455.02,2003-11-21,Shipped,4,11,2003,Vintage Cars,53,S18_1367,"Australian Collectables, Ltd",6161938446555.0,Glen Waverley,Victoria,Australia,,-37.8796677,145.1629162,-0.7
10205,48,63.61,1,3053.28,2003-12-03,Shipped,4,12,2003,Vintage Cars,53,S18_1367,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-20.02
10215,33,43.13,9,1423.29,2004-01-29,Shipped,1,1,2004,Vintage Cars,53,S18_1367,West Coast Collectables Co.,13105553722.0,Burbank,CA,USA,,34.1812089,-118.307201,18.62
10227,31,48.52,2,1504.12,2004-03-02,Shipped,1,3,2004,Vintage Cars,53,S18_1367,"Saveley & Henriot, Co.",33478325555.0,Lyon,,France,,45.7578137,4.8320114,8.45
10244,20,58.22,6,1164.4,2004-04-29,Shipped,2,4,2004,Vintage Cars,53,S18_1367,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,-9.85
10256,29,51.75,1,1500.75,2004-06-08,Shipped,2,6,2004,Vintage Cars,53,S18_1367,Danish Wholesale Imports,453531123555.0,Kobenhavn,,Denmark,,55.6867243,12.5700724,2.36
10280,27,57.68,8,1557.36,2004-08-17,Shipped,3,8,2004,Vintage Cars,53,S18_1367,Amica Models & Co.,39114988555.0,Torino,,Italy,,45.0677551,7.6824892,-8.83
10289,24,56.07,1,1345.68,2004-09-03,Shipped,3,9,2004,Vintage Cars,53,S18_1367,Herkku Gifts,4722673215.0,Bergen,,Norway,,60.3943055,5.3259192,-5.79
10304,37,48.52,12,1795.24,2004-10-11,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Auto Assoc. & Cie.,33130598555.0,Versailles,,France,,48.8035403,2.1266886,8.45
10312,25,44.21,9,1105.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,14155551450.0,San Rafael,CA,USA,,37.9747795,-122.5316686,16.58
10322,41,57.68,5,2364.88,2004-11-04,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,-8.83
10332,27,89.89,16,2427.03,2004-11-17,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,-69.6
10347,21,58.95,7,1237.95,2004-11-29,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"Australian Collectors, Co.",61395204555.0,Melbourne,Victoria,Australia,,-37.8142454,144.9631732,-11.23
10356,22,72.41,6,1593.02,2004-12-09,Shipped,4,12,2004,Vintage Cars,53,S18_1367,Lyon Souveniers,33146627555.0,Paris,,France,,48.8534951,2.3483915,-36.62
10369,32,98.63,7,3156.16,2005-01-20,Shipped,1,1,2005,Vintage Cars,53,S18_1367,Collectables For Less Inc.,16175558555.0,Brickhaven,MA,USA,,36.8329806,-76.1620209,-86.09
10381,25,52.83,9,1320.75,2005-02-17,Shipped,1,2,2005,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,16505551386.0,San Francisco,CA,USA,,37.7879363,-122.4075201,0.32
10391,42,100.0,3,4998.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,-88.68
10422,25,51.75,1,1293.75,2005-05-30,In Process,2,5,2005,Vintage Cars,53,S18_1367,Diecast Classics Inc.,12155551555.0,Allentown,PA,USA,,40.6022552,-75.4716115,2.36
10110,37,100.0,16,5433.08,2003-03-18,Shipped,1,3,2003,Classic Cars,124,S18_1589,"AV Stores, Co.",441715551555.0,Manchester,,UK,,53.4794892,-2.2451148,19.35
10123,26,100.0,2,3073.72,2003-05-20,Shipped,2,5,2003,Classic Cars,124,S18_1589,Atelier graphique,33240322555.0,Nantes,,France,,47.2186371,-1.5541362,19.35
10137,44,99.55,2,4380.2,2003-07-10,Shipped,3,7,2003,Classic Cars,124,S18_1589,Reims Collectables,33326471555.0,Reims,,France,,49.2577886,4.031926,19.72
10148,47,100.0,9,5848.68,2003-09-11,Shipped,3,9,2003,Classic Cars,124,S18_1589,"Anna's Decorations, Ltd",61299368555.0,North Sydney,NSW,Australia,,-33.8343158,151.2091974,19.35
10161,43,100.0,8,6153.73,2003-10-17,Shipped,4,10,2003,Classic Cars,124,S18_1589,Heintze Collectables,4586213555.0,Aarhus,,Denmark,,56.1496278,10.2134046,19.35
10172,42,100.0,6,4965.24,2003-11-05,Shipped,4,11,2003,Classic Cars,124,S18_1589,Gift Depot Inc.,12035552570.0,Bridgewater,CT,USA,,41.5350949,-73.3662305,19.35
10181,42,100.0,2,5435.64,2003-11-12,Shipped,4,11,2003,Classic Cars,124,S18_1589,Herkku Gifts,4722673215.0,Bergen,,Norway,,60.3943055,5.3259192,19.35
10192,29,100.0,7,4258.36,2003-11-20,Shipped,4,11,2003,Classic Cars,124,S18_1589,Online Diecast Creations Co.,16035558647.0,Nashua,NH,USA,,42.7656251,-71.4677032,19.35
10204,40,100.0,13,4032.0,2003-12-02,Shipped,4,12,2003,Classic Cars,124,S18_1589,Muscle Machine Inc,12125557413.0,NYC,NY,USA,,40.7127281,-74.0060152,19.35
10212,38,100.0,6,4492.36,2004-01-16,Shipped,1,1,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,19.35
10226,38,100.0,4,4161.38,2004-02-26,Shipped,1,2,2004,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,17605558146.0,San Diego,CA,USA,,32.7174202,-117.162772,19.35
10241,21,100.0,11,2508.66,2004-04-13,Shipped,2,4,2004,Classic Cars,124,S18_1589,Mini Caravy,33388601555.0,Strasbourg,,France,,48.584614,7.7507127,19.35
10253,24,100.0,1,3374.88,2004-06-01,Cancelled,2,6,2004,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",441715552282.0,Liverpool,,UK,,53.4071991,-2.99168,19.35
10266,36,100.0,2,5196.6,2004-07-06,Shipped,3,7,2004,Classic Cars,124,S18_1589,L'ordine Souveniers,39522556555.0,Reggio Emilia,,Italy,,44.6086674,10.5940667,19.35
10278,23,100.0,2,2604.52,2004-08-06,Shipped,3,8,2004,Classic Cars,124,S18_1589,Signal Gift Stores,17025551838.0,Las Vegas,NV,USA,,36.1674263,-115.1484131,19.35
10288,20,100.0,14,2936.8,2004-09-01,Shipped,3,9,2004,Classic Cars,124,S18_1589,Handji Gifts& Co,,Singapore,,Singapore,,1.357107,103.8194992,19.35
10301,32,100.0,4,3424.64,2003-10-05,Shipped,4,10,2003,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",4722121555.0,Oslo,,Norway,,59.9133301,10.7389701,19.35
10311,29,100.0,9,2923.2,2004-10-16,Shipped,4,10,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,19.35
10321,44,100.0,6,4489.76,2004-11-04,Shipped,4,11,2004,Classic Cars,124,S18_1589,FunGiftIdeas.com,15085552555.0,New Bedford,MA,USA,,41.6362152,-70.934205,19.35
10331,44,100.0,14,4849.24,2004-11-17,Shipped,4,11,2004,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,12155559857.0,Philadelphia,PA,USA,,39.9527237,-75.1635262,19.35
10343,36,100.0,4,5848.92,2004-11-24,Shipped,4,11,2004,Classic Cars,124,S18_1589,Reims Collectables,33326471555.0,Reims,,France,,49.2577886,4.031926,19.35
10367,49,56.3,1,2758.7,2005-01-12,Resolved,1,1,2005,Classic Cars,124,S18_1589,Toys4GrownUps.com,16265557265.0,Pasadena,CA,USA,,34.1476507,-118.144155,54.6
10378,34,42.64,5,1449.76,2005-02-10,Shipped,1,2,2005,Classic Cars,124,S18_1589,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,65.61
10407,59,100.0,11,7048.14,2005-04-22,On Hold,2,4,2005,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,14085553659.0,San Jose,CA,USA,,37.3361663,-121.890591,19.35
10419,37,100.0,1,5202.94,2005-05-17,Shipped,2,5,2005,Classic Cars,124,S18_1589,Salzburg Collectables,4366265629555.0,Salzburg,,Austria,,47.7981346,13.0464806,19.35
10106,36,100.0,12,5279.4,2003-02-17,Shipped,1,2,2003,Planes,157,S18_1662,Rovelli Gifts,3903535640555.0,Bergamo,,Italy,,45.7566557,9.7542192,36.31
10119,43,100.0,3,6916.12,2003-04-28,Shipped,2,4,2003,Planes,157,S18_1662,Salzburg Collectables,4366265629555.0,Salzburg,,Austria,,47.7981346,13.0464806,36.31
10131,21,100.0,4,2781.66,2003-06-16,Shipped,2,6,2003,Planes,157,S18_1662,Gift Ideas Corp.,12035554407.0,Glendale,CT,USA,,41.2607273,-72.8465717,36.31
10143,32,100.0,7,5248.0,2003-08-10,Shipped,3,8,2003,Planes,157,S18_1662,Mini Creations Ltd.,15085559555.0,New Bedford,MA,USA,,41.6362152,-70.934205,36.31
10155,38,100.0,5,6531.44,2003-10-06,Shipped,4,10,2003,Planes,157,S18_1662,"Toys of Finland, Co.",358902248555.0,Helsinki,,Finland,,60.1666204,24.9435408,36.31
10167,43,100.0,1,5763.72,2003-10-23,Cancelled,4,10,2003,Planes,157,S18_1662,Scandinavian Gift Ideas,46695346555.0,Boras,,Sweden,,57.7210839,12.9407407,36.31
10178,42,100.0,4,6490.68,2003-11-08,Shipped,4,11,2003,Planes,157,S18_1662,Alpha Cognac,33561776555.0,Toulouse,,France,,43.6044638,1.4442433,36.31
10186,32,100.0,1,6004.8,2003-11-14,Shipped,4,11,2003,Planes,157,S18_1662,"Double Decker Gift Stores, Ltd",441715557555.0,London,,UK,,51.5074456,-0.1277653,36.31
10198,42,100.0,4,7483.98,2003-11-27,Shipped,4,11,2003,Planes,157,S18_1662,Cruz & Sons Co.,6325553587.0,Makati City,,Philippines,,14.5567949,121.0211226,36.31
10210,31,100.0,17,5719.5,2004-01-12,Shipped,1,1,2004,Planes,157,S18_1662,Osaka Souveniers Co.,810663425555.0,Osaka,Osaka,Japan,,34.6937569,135.5014539,36.31
10222,49,100.0,4,6954.08,2004-02-19,Shipped,1,2,2004,Planes,157,S18_1662,Collectable Mini Designs Co.,17605558146.0,San Diego,CA,USA,,32.7174202,-117.162772,36.31
10250,45,100.0,14,8160.3,2004-05-11,Shipped,2,5,2004,Planes,157,S18_1662,The Sharp Gifts Warehouse,14085553659.0,San Jose,CA,USA,,37.3361663,-121.890591,36.31
10262,49,100.0,9,6567.96,2004-06-24,Cancelled,2,6,2004,Planes,157,S18_1662,Euro Shopping Channel,34915559444.0,Madrid,,Spain,,40.416782,-3.703507,36.31
10274,41,100.0,1,6724.0,2004-07-21,Shipped,3,7,2004,Planes,157,S18_1662,Collectables For Less Inc.,16175558555.0,Brickhaven,MA,USA,,36.8329806,-76.1620209,36.31
